id,judul,tanggal,format,platform,status,catatan,tanggal_asal,drive_folder_url
7b43d8e1-6654-4070-8e24-30bf98481fba,SIGAP OM: Kenali Risiko Penyalahgunaan Obat dan Makanan,2026-08-06,Reels/TikTok,"Instagram, TikTok",Draft,"K-JPR-2026-08-002 — Layanan Sentra Informasi Gerakan Antisipasi Penyalahgunaan Obat dan Makanan (SIGAP OM).

Sumber: Agenda Prioritas Agustus #1.

Struktur video (30-45 detik):
- Hook: Penyalahgunaan obat dan makanan sering dimulai dari hal yang dianggap biasa.
- Isi: kenali risikonya, cegah dari lingkungan terdekat, manfaatkan SIGAP OM sebagai sumber edukasi dan kolaborasi pencegahan.
- Framing: tanggung jawab bersama — setiap orang bisa jadi agen edukasi di lingkungannya.
- CTA: hubungi kanal resmi BBPOM Jayapura untuk informasi dan pendampingan.

Angle lokal: lingkungan kampung/kompleks di Jayapura, narator kakak muda Papua.
Hindari visual yang menormalisasi penyalahgunaan. Tanpa menyebut merek atau golongan obat secara spesifik.",,https://drive.google.com/drive/folders/1GeQk-wYE50GFb9HCgbvr9lkB121kw1C1
671a9cf8-59c8-46de-8718-785e1bac781f,"Waspada Produk Palsu: Kenali, Verifikasi, Laporkan",2026-08-10,Carousel,"Instagram, Facebook",Draft,"K-JPR-2026-08-003 — Sosialisasi Sentra Layanan Informasi Obat dan Makanan Palsu.

Sumber: Agenda Prioritas Agustus #2.

Struktur slide:
- Slide 1: Hook — Produk palsu tidak selalu terlihat palsu.
- Slide 2: Kenapa penting — produk palsu berisiko bagi kesehatan dan merugikan pelaku usaha jujur.
- Slide 3: Cara mengenali: perhatikan kemasan, label, izin edar, dan sumber pembelian tepercaya.
- Slide 4: Verifikasi lewat layanan resmi BPOM — Sentra Informasi Obat dan Makanan Palsu.
- Slide 5: CTA — laporkan produk yang diduga palsu lewat kanal resmi BBPOM Jayapura.

Angle lokal: pembelian online dan kios di Jayapura.
Hindari menyebut merek atau menampilkan foto produk tertentu. Kualitatif, tanpa statistik.",,https://drive.google.com/drive/folders/1-ozpzSPYRl6i3FRwVwoCAk7euHMclT6f
3e9205cd-6850-4838-a1c9-0919904e66a4,Hari UMKM Nasional: SAPA UMK untuk Pangan Aman Papua,2026-08-12,Carousel,"Instagram, Facebook",Draft,"K-JPR-2026-08-004 — Hari UMKM Nasional 12 Agustus digabung Agenda Prioritas Agustus #3 (Perluasan SAPA UMK).

Sumber: hari besar 12 Agustus + Agenda Prioritas #3.

Struktur slide:
- Slide 1: Ucapan Selamat Hari UMKM Nasional 2026 — visual pelaku UMK Papua.
- Slide 2: Pesan: produk aman dan bermutu adalah nilai tambah, bukan beban.
- Slide 3: SAPA UMK — pendampingan pangan olahan lewat sinergi akademisi, pelaku usaha, pemerintah (ABG) dan digitalisasi.
- Slide 4: Apa yang didapat UMK: pemahaman standar keamanan dan mutu, pendampingan izin edar.
- Slide 5: CTA — hubungi BBPOM Jayapura untuk ikut pendampingan.

Angle lokal: keripik keladi, abon ikan, sambal, olahan sagu; suasana dapur produksi dan pasar Jayapura.
Hindari angka target nasional di caption — cukup framing kualitatif.",,https://drive.google.com/drive/folders/1Lic0XRnj-aRXcEMD5xFAmqXRpM8UozCQ
c7e4fe16-5d68-4450-8150-93e90e06d456,Selamat Hari Pramuka: Generasi Muda Agen Cek KLIK,2026-08-14,Single Post,"Instagram, Facebook",Draft,"K-JPR-2026-08-005 — Greeting Hari Pramuka 14 Agustus.

Sumber: hari besar 14 Agustus + pesan kunci 5 (masyarakat sebagai konsumen cerdas).

Konten single post:
- Ucapan Selamat Hari Pramuka 2026 dari BBPOM Jayapura.
- Angle: semangat Pramuka — mandiri, peduli, siap menolong — sejalan dengan peran generasi muda jadi agen edukasi Cek KLIK di sekolah dan lingkungan.
- CTA: Cek KLIK sebelum jajan, ajak teman melakukan hal yang sama.

Visual: anggota Pramuka Papua, elemen merah-putih dan atribut kepramukaan.
Posting pagi WIT. Tone ringan dan membanggakan, bukan menggurui.",,https://drive.google.com/drive/folders/1crrGs4cJrkkYMs6chGzvi3SqUDN-I1O7
c6c039b8-cf26-4ecf-81ca-344fcbd90002,HUT RI ke-81: Merdeka dengan Obat dan Makanan Tepercaya,2026-08-17,Carousel,"Instagram, Facebook",Draft,"K-JPR-2026-08-006 — KONTEN UTAMA BULAN INI. HUT Kemerdekaan RI 17 Agustus.

Sumber: hari besar 17 Agustus + tema bulanan + pesan kunci 1, 2, 6.

Struktur slide:
- Slide 1: Ucapan Dirgahayu Republik Indonesia ke-81 dari BBPOM Jayapura.
- Slide 2: Makna tema — kemerdekaan juga berarti masyarakat terlindungi dari obat dan makanan yang tidak aman.
- Slide 3: Kepercayaan lahir dari pengawasan yang kuat dan kepatuhan pelaku usaha.
- Slide 4: Sinergi pemerintah, pelaku usaha, dan masyarakat menuju Indonesia Emas 2045.
- Slide 5: CTA — Cek KLIK, pilih produk legal, laporkan yang mencurigakan.

Visual: nuansa merah-putih, warga Papua dari berbagai latar, elemen cenderawasih.
Prioritas produksi tertinggi. Posting pagi WIT.",,https://drive.google.com/drive/folders/1IpHiXrtrlLmzhVx0KEnUTtpeWs9l1Cx0
ea7179be-d5a9-413f-9beb-fa3a9876c4ba,Merdeka dari Produk Ilegal (Reels 17 Agustus),2026-08-17,Reels/TikTok,"Instagram, TikTok, Facebook",Draft,"K-JPR-2026-08-007 — Aset kedua HUT RI ke-81, format video.

Sumber: hari besar 17 Agustus + tema bulanan.

Konsep video (30-45 detik):
- Montase suasana 17-an di Jayapura: upacara, lomba kampung, pedagang, keluarga.
- Voice over/teks: merdeka artinya bebas memilih produk yang aman, legal, dan tepercaya.
- Closing: logo BBPOM Jayapura + Dirgahayu RI ke-81.

Opsi produksi: arsip footage kegiatan KIE + stok internal, atau AI generated.
Posting sore WIT (jeda dari carousel pagi).",,https://drive.google.com/drive/folders/1C2SkzMlBRIqy-4dmalCeuA3Iu3sym8fk
997e91df-8832-4aab-a35d-81a39f373bec,BPOM Mobile: Cek Izin Edar dalam Hitungan Detik,2026-08-19,Reels/TikTok,"Instagram, TikTok",Draft,"K-JPR-2026-08-008 — Kampanye BPOM Mobile untuk cek izin edar.

Sumber: Agenda Prioritas Agustus #6.

Struktur video tutorial (45-60 detik):
- Hook: Sebelum bayar, cek dulu — cuma butuh beberapa detik.
- Isi: langkah pakai BPOM Mobile — buka aplikasi, scan barcode atau ketik nama produk, lihat status izin edar.
- Framing: pengecekan cepat, terhindar dari produk ilegal dan palsu.
- CTA: unduh BPOM Mobile sekarang.

Screen recording aplikasi + presenter di kios/swalayan Jayapura.
Gunakan produk terdaftar generik tanpa menyorot merek. Nyambung dengan konten #003 (produk palsu).",,https://drive.google.com/drive/folders/1A1j2gthe7jxgW615NypHiOxIuaUvvOcW
8be32fb0-ad44-4f08-874f-189b45759b2e,Cegah Stunting: Gizi Seimbang dari Pangan Lokal Papua,2026-08-21,Carousel,"Instagram, Facebook",Draft,"K-JPR-2026-08-009 — Edukasi penanganan stunting.

Sumber: Agenda Prioritas Agustus #5.

Struktur slide:
- Slide 1: Hook — Anak tumbuh optimal dimulai dari piring keluarga.
- Slide 2: Sasaran utama: ibu hamil, ibu menyusui, ibu balita, dan remaja putri (calon ibu).
- Slide 3: Pangan lokal Papua yang bergizi: ikan, sagu, umbi, sayur dan buah lokal.
- Slide 4: Prinsip: pangan aman + bermutu + gizi seimbang.
- Slide 5: CTA — mulai dari satu perubahan kecil di menu harian keluarga.

Story pendukung: versi ringkas + slide survei efektivitas KIE.
Hindari statistik prevalensi stunting. Fokus perilaku positif, bukan menyalahkan.",,https://drive.google.com/drive/folders/172SQZnJfGlV1hlPaVshXGVky7_jAiPPu
470b3431-5066-4d16-9b1d-0ab300474c06,Selamat Maulid Nabi Muhammad SAW 1448 H,2026-08-25,Single Post,"Instagram, Facebook",Draft,"K-JPR-2026-08-010 — Greeting Maulid Nabi Muhammad SAW 25 Agustus.

Sumber: hari besar 25 Agustus (agenda setting) — TANGGAL TERKONFIRMASI: SKB 3 Menteri menetapkan Selasa, 25 Agustus 2026 sebagai libur nasional Maulid Nabi Muhammad SAW (12 Rabiul Awal 1448 H). Tidak ada cuti bersama di Agustus 2026.

Konten single post:
- Ucapan Selamat Maulid Nabi Muhammad SAW 1448 H dari BBPOM Jayapura.
- Angle: keteladanan kejujuran dan amanah — sejalan dengan komitmen menghadirkan obat dan makanan yang aman dan tepercaya.
- Tanpa CTA produk; cukup pesan reflektif.

Visual: elemen ornamen islami sederhana, palet institusi.
Posting pagi WIT.",,https://drive.google.com/drive/folders/1fCsPOEtCNzrxds_8IeBXY8FVLTsnfXMA
b099c2dd-1174-4792-a77e-38f8a424c2b5,"Bijak Konsumsi Pangan: Hemat, Aman, Tidak Mubazir",2026-08-27,Infografis,"Instagram, Facebook",Draft,"K-JPR-2026-08-011 — Edukasi publik bijak konsumsi pangan, dukung ekonomi sirkular.

Sumber: Agenda Prioritas Agustus #4 (dukungan Rencana Aksi Nasional Ekonomi Sirkular 2025-2045).

Konten infografis:
- Judul: Bijak Konsumsi Pangan Dimulai dari Rumah.
- Poin: belanja sesuai kebutuhan, simpan dengan benar, perhatikan tanggal kedaluwarsa, habiskan porsi, olah sisa bahan dengan aman.
- Framing: praktik harian yang menurunkan food loss and waste sekaligus menjaga keamanan pangan.
- CTA: mulai dari dapur keluarga.

Angle lokal: bahan pangan pasar lokal Jayapura.
Tanpa angka statistik food waste nasional.",,https://drive.google.com/drive/folders/13VzCL8pL7PnvY6DQqVwudP5x3a2ZGaxX
88e5aa8f-9c78-44e9-b799-6376a8b7de02,Integritas Melayani: Antikorupsi dan Penutup Agustus,2026-08-31,Single Post,"Instagram, Facebook",Draft,"K-JPR-2026-08-012 — Kampanye antikorupsi + refleksi penutup tema Agustus.

Sumber: Agenda Prioritas Agustus #7.

Konten single post:
- Pesan: integritas sebagai keseharian pegawai BBPOM Jayapura dalam bekerja dan melayani — tata kelola yang bersih, transparan, akuntabel.
- Sisipan penutup tema: terima kasih sudah bergerak bersama mewujudkan obat dan makanan tepercaya sepanjang Agustus.
- CTA: laporkan dugaan pelanggaran atau gratifikasi lewat kanal resmi.

Visual: pegawai BBPOM Jayapura melayani masyarakat, elemen brand institusi.",,https://drive.google.com/drive/folders/1ZtPsZtCsBdkAfntn5Q1f9q6C-jZwHFe9
